source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
MSC,MSC,COL4A1,ITGA1,Ligand,Receptor,0.336127852746213
MSC,MSC,COL4A1,ITGA11,Ligand,Receptor,0.287602861153586
MSC,MSC,COL4A1,SDC1,Ligand,Receptor,0.135878070290711
MSC,MSC,COL4A1,CD47,Ligand,Receptor,0.253807407968131
MSC,MSC,FN1,PLAUR,Ligand,Receptor,0.439438788321326
MSC,MSC,LAMB1,ITGA1,Ligand,Receptor,0.213173948962846
MSC,MSC,COL1A2,ITGA10,Ligand,Receptor,0.877940030689138
MSC,MSC,COL1A2,ITGA1,Ligand,Receptor,0.898967353409566
MSC,MSC,COL1A2,ITGA11,Ligand,Receptor,0.85044236181694
MSC,MSC,COL1A2,CD44,Ligand,Receptor,0.674941682416436
MSC,MSC,COL1A2,CD36,Ligand,Receptor,0.733587339911383
MSC,MSC,COL1A2,SDC1,Ligand,Receptor,0.698717570954064
MSC,MSC,LAMC1,ITGA1,Ligand,Receptor,0.241962731471376
MSC,MSC,COL6A1,ITGA10,Ligand,Receptor,0.593625993030303
MSC,MSC,COL6A1,ITGA1,Ligand,Receptor,0.614653315750731
MSC,MSC,COL6A1,ITGA11,Ligand,Receptor,0.566128324158105
MSC,MSC,COL6A1,CD44,Ligand,Receptor,0.390627644757601
MSC,MSC,COL6A1,SDC1,Ligand,Receptor,0.414403533295229
MSC,MSC,COL6A2,ITGA10,Ligand,Receptor,0.501449235862565
MSC,MSC,COL6A2,ITGA1,Ligand,Receptor,0.522476558582993
MSC,MSC,COL6A2,ITGA11,Ligand,Receptor,0.473951566990367
MSC,MSC,COL6A2,CD44,Ligand,Receptor,0.298450887589863
MSC,MSC,COL6A2,SDC1,Ligand,Receptor,0.322226776127491
MSC,MSC,COL6A3,ITGA10,Ligand,Receptor,0.384028429392773
MSC,MSC,COL6A3,ITGA1,Ligand,Receptor,0.4050557521132
MSC,MSC,COL6A3,ITGA11,Ligand,Receptor,0.356530760520574
MSC,MSC,COL6A3,SDC1,Ligand,Receptor,0.204805969657699
MSC,MSC,TNC,ITGA5,Ligand,Receptor,0.347225462473846
MSC,MSC,TNC,SDC1,Ligand,Receptor,0.375858262775501
MSC,MSC,HSPG2,ITGB1,Ligand,Receptor,0.504349958097513
MSC,MSC,HSPG2,FGFR1,Ligand,Receptor,0.399901616946607
MSC,MSC,HSPG2,SDC1,Ligand,Receptor,0.176836843858013
MSC,MSC,HSPG2,LRP1,Ligand,Receptor,0.543831418184261
MSC,MSC,HSPG2,PTPRS,Ligand,Receptor,0.547438917224442
MSC,MSC,LAMA4,CD44,Ligand,Receptor,0.276596362035234
MSC,MSC,HP,ITGB2,Ligand,Receptor,0.764399317797031
MSC,MSC,TGFB1,TGFBR1,Ligand,Receptor,0.176738196790957
MSC,MSC,TGFB1,ITGB1,Ligand,Receptor,0.440706202220991
MSC,MSC,TGFB1,ITGB5,Ligand,Receptor,0.154895001622378
MSC,MSC,TGFB1,SDC2,Ligand,Receptor,0.149921401210049
MSC,MSC,TGFB1,TGFBR3,Ligand,Receptor,0.154854355456061
MSC,MSC,TGFB1,VASN,Ligand,Receptor,0.190745272712356
MSC,MSC,IGF2,INSR,Ligand,Receptor,0.457207484901981
MSC,MSC,IGF2,IGF2R,Ligand,Receptor,0.460585675586061
MSC,MSC,APOE,LRP6,Ligand,Receptor,1.77785820096922
MSC,MSC,APOE,SDC2,Ligand,Receptor,1.84494142340038
MSC,MSC,APOE,LRP1,Ligand,Receptor,2.17520768449807
MSC,MSC,APOE,LSR,Ligand,Receptor,1.77785820096922
MSC,MSC,TF,TFRC,Ligand,Receptor,0.475662180366986
MSC,MSC,IGF1,INSR,Ligand,Receptor,0.139035599355898
MSC,MSC,IGF1,IGF2R,Ligand,Receptor,0.142413790039977
MSC,MSC,APOD,LEPR,Ligand,Receptor,1.39023690418993
MSC,MSC,CRH,RAMP2,Ligand,Receptor,0.162654144272632
MSC,MSC,LGALS1,ITGB1,Ligand,Receptor,1.23925142040871
MSC,MSC,SPP1,ITGA5,Ligand,Receptor,0.399121164622012
MSC,MSC,SPP1,PTGER4,Ligand,Receptor,0.221524999548985
MSC,MSC,BMP4,LRP6,Ligand,Receptor,0.110888726788137
MSC,MSC,VCAN,ITGB1,Ligand,Receptor,1.37678115307578
MSC,MSC,VCAN,CD44,Ligand,Receptor,1.02549215029866
MSC,MSC,MIF,CD44,Ligand,Receptor,0.645551171615681
MSC,MSC,MIF,CXCR4,Ligand,Receptor,0.642167806004832
MSC,MSC,MIF,TNFRSF14,Ligand,Receptor,0.281902548233303
MSC,MSC,NID1,ITGB1,Ligand,Receptor,0.626998283404597
MSC,MSC,NID1,PTPRF,Ligand,Receptor,0.269024179900664
MSC,MSC,VEGFA,NRP1,Ligand,Receptor,0.235971473418245
MSC,MSC,VEGFA,NRP2,Ligand,Receptor,0.343622881912727
MSC,MSC,VEGFA,ITGB1,Ligand,Receptor,0.437874544799687
MSC,MSC,MDK,SDC1,Ligand,Receptor,0.89981169479696
MSC,MSC,MDK,SDC2,Ligand,Receptor,0.936540008025519
MSC,MSC,MDK,NOTCH2,Ligand,Receptor,0.912120429578043
MSC,MSC,MDK,LRP1,Ligand,Receptor,1.26680626912321
MSC,MSC,FGF7,NRP1,Ligand,Receptor,0.444402843075724
MSC,MSC,FGF7,FGFR1,Ligand,Receptor,0.54185757330626
MSC,MSC,FBLN1,ITGB1,Ligand,Receptor,0.744140741201142
MSC,MSC,CALR,LRP1,Ligand,Receptor,0.829710066226975
MSC,MSC,GRN,TNFRSF1A,Ligand,Receptor,0.549400949039424
MSC,MSC,ADM,RAMP2,Ligand,Receptor,0.160861933635612
MSC,MSC,WNT5A,FZD5,Ligand,Receptor,0.0867855795228889
MSC,MSC,CXCL12,CD4,Ligand,Receptor,2.06581642973604
MSC,MSC,CXCL12,ITGB1,Ligand,Receptor,2.42083411649565
MSC,MSC,CXCL12,ITGA5,Ligand,Receptor,2.06468820195449
MSC,MSC,CXCL12,CXCR4,Ligand,Receptor,2.06277838249682
MSC,MSC,PGF,NRP1,Ligand,Receptor,0.500695704802078
MSC,MSC,PGF,NRP2,Ligand,Receptor,0.608347113296561
MSC,MSC,VEGFB,NRP1,Ligand,Receptor,0.220059850674633
MSC,MSC,VEGFC,NRP2,Ligand,Receptor,0.38030976892593
MSC,MSC,VEGFC,ITGB1,Ligand,Receptor,0.47456143181289
MSC,MSC,LUM,ITGB1,Ligand,Receptor,1.00617478447102
MSC,MSC,COPA,CD74,Ligand,Receptor,0.918542960400196
MSC,MSC,LGALS3BP,ITGB1,Ligand,Receptor,0.681406924672895
MSC,MSC,MFGE8,PDGFRB,Ligand,Receptor,0.520869277281377
MSC,MSC,GAS6,AXL,Ligand,Receptor,0.758993629583679
MSC,MSC,ANGPT1,ITGB1,Ligand,Receptor,0.622729207885148
MSC,MSC,ANGPT1,ITGA5,Ligand,Receptor,0.266583293343993
MSC,MSC,RSPO1,LRP6,Ligand,Receptor,0.192652802726817
MSC,MSC,FAM3C,LAMP1,Ligand,Receptor,0.303678785300281
MSC,MSC,FAM3C,LIFR,Ligand,Receptor,0.305616329880414
MSC,MSC,COL12A1,ITGA10,Ligand,Receptor,0.29244958235231
MSC,MSC,COL12A1,ITGA1,Ligand,Receptor,0.313476905072738
MSC,MSC,COL12A1,ITGA11,Ligand,Receptor,0.264951913480112
MSC,MSC,SPON2,ITGB2,Ligand,Receptor,0.423728262333833
MSC,MSC,SPON2,ITGB1,Ligand,Receptor,0.447277843774414
MSC,MSC,ANGPTL4,ITGA5,Ligand,Receptor,0.527587032361963
MSC,MSC,ANGPTL4,SDC1,Ligand,Receptor,0.378146875393041
MSC,MSC,ANGPTL4,SDC2,Ligand,Receptor,0.414875188621599
MSC,MSC,ANGPTL4,CDH11,Ligand,Receptor,0.740516892067631
MSC,MSC,LTBP3,ITGB5,Ligand,Receptor,0.201062089848616
MSC,MSC,ANGPTL2,ITGA5,Ligand,Receptor,0.29463567738441
MSC,MSC,CLEC11A,ITGA10,Ligand,Receptor,0.329526788634402
MSC,MSC,CLEC11A,ITGB1,Ligand,Receptor,0.626108097643253
MSC,MSC,CLEC11A,ITGA11,Ligand,Receptor,0.274531450890005
MSC,MSC,WIF1,RYK,Ligand,Receptor,0.196243315780931
MSC,MSC,COL8A1,ITGA1,Ligand,Receptor,0.30295069551238
MSC,MSC,COL5A2,ITGA1,Ligand,Receptor,0.336659352665833
MSC,MSC,COL5A1,ITGA1,Ligand,Receptor,0.284254334853563
MSC,MSC,COL3A1,ITGA1,Ligand,Receptor,0.592149128559283
MSC,MSC,COL14A1,ITGA1,Ligand,Receptor,0.470893350683173
MSC,MSC,COL14A1,ITGA10,Ligand,Receptor,0.449866027962746
MSC,MSC,COL3A1,ITGA10,Ligand,Receptor,0.571121805838855
MSC,MSC,COL5A1,ITGA10,Ligand,Receptor,0.263227012133136
MSC,MSC,COL5A2,ITGA10,Ligand,Receptor,0.315632029945405
MSC,MSC,COL8A1,ITGA10,Ligand,Receptor,0.281923372791953
MSC,MSC,COL14A1,ITGA11,Ligand,Receptor,0.422368359090547
MSC,MSC,COL3A1,ITGA11,Ligand,Receptor,0.543624136966656
MSC,MSC,COL5A1,ITGA11,Ligand,Receptor,0.235729343260937
MSC,MSC,COL5A2,ITGA11,Ligand,Receptor,0.288134361073206
MSC,MSC,COL8A1,ITGA11,Ligand,Receptor,0.254425703919754
MSC,MSC,PSEN1,NCSTN,Ligand,Receptor,0.101509069958125
MSC,MSC,SERPINA1,LRP1,Ligand,Receptor,0.448694303934244
MSC,MSC,ADAM12,SDC4,Ligand,Receptor,0.167609760518129
MSC,MSC,FSTL1,DIP2A,Ligand,Receptor,0.657045851086548
MSC,MSC,ARF1,INSR,Ligand,Receptor,0.301515707518641
MSC,MSC,TIMP1,CD63,Ligand,Receptor,1.88619351642295
MSC,MSC,TGFB1,ENG,Ligand,Receptor,0.198544305693888
MSC,MSC,TFPI,LRP1,Ligand,Receptor,0.699281702325786
MSC,MSC,THBS1,SDC4,Ligand,Receptor,0.218843954345743
MSC,MSC,TIMP2,ITGB1,Ligand,Receptor,0.621813172294041
MSC,MSC,COL14A1,CD44,Ligand,Receptor,0.246867679690044
MSC,MSC,COL3A1,DDR2,Ligand,Receptor,0.516944928660116
MSC,MSC,LPL,SDC1,Ligand,Receptor,0.423820852371141
MSC,MSC,FBN1,ITGB1,Ligand,Receptor,0.798068345476122
MSC,MSC,HMGB1,SDC1,Ligand,Receptor,0.657180855218209
MSC,MSC,TGM2,ITGB1,Ligand,Receptor,0.414630478410901
MSC,MSC,TGM2,SDC4,Ligand,Receptor,0.161662751949257
MSC,MSC,A2M,LRP1,Ligand,Receptor,0.463228415866822
MSC,MSC,SERPINE2,LRP1,Ligand,Receptor,0.49095710308426
MSC,MSC,LRPAP1,LRP1,Ligand,Receptor,0.586013190559568
MSC,MSC,LPL,LRP1,Ligand,Receptor,0.79081542669739
MSC,MSC,PSAP,LRP1,Ligand,Receptor,0.88387424096085
MSC,MSC,HLA-B,CANX,Ligand,Receptor,1.73842255205417
MSC,MSC,CP,SLC40A1,Ligand,Receptor,0.94612696621107
MSC,MSC,IGFBP4,LRP6,Ligand,Receptor,0.361422279061588
MSC,MSC,FBN1,ITGA5,Ligand,Receptor,0.441922430934967
MSC,MSC,LTBP1,ITGB5,Ligand,Receptor,0.155919032769571
MSC,MSC,MDK,SDC4,Ligand,Receptor,0.974357082574815
MSC,MSC,VIM,CD44,Ligand,Receptor,1.34904006432183
MSC,MSC,NAMPT,INSR,Ligand,Receptor,0.134375008668046
MSC,MSC,BMP4,RGMB,Ligand,Receptor,0.151038008781661
MSC,MSC,SERPING1,LRP1,Ligand,Receptor,1.01531473747837
MSC,MSC,SLPI,PLSCR1,Ligand,Receptor,0.819931711792243
MSC,MSC,MTMR4,SMAD3,Ligand,Receptor,0.0751606183039572
MSC,MSC,VCL,ITGB5,Ligand,Receptor,0.23242991007099
MSC,MSC,MMP2,FGFR1,Ligand,Receptor,0.431861288240245
MSC,MSC,TGFB1,SMAD3,Ligand,Receptor,0.0910804710563184
MSC,MSC,TFPI,SDC4,Ligand,Receptor,0.406832515777393
MSC,MSC,LMAN1,MCFD2,Ligand,Receptor,0.190855806551751
MSC,MSC,TGS1,RXRA,Ligand,Receptor,0.104117720756349
MSC,MSC,ADAM10,TSPAN14,Ligand,Receptor,0.187202367710754
MSC,MSC,TNC,SDC4,Ligand,Receptor,0.450403650553356
MSC,MSC,INHBB,SMAD3,Ligand,Receptor,0.118219546577624
MSC,MSC,LPL,CD44,Ligand,Receptor,0.400044963833513
MSC,MSC,HMGB1,CXCR4,Ligand,Receptor,0.626638235458882
MSC,MSC,SLPI,CD4,Ligand,Receptor,0.662482446384337
MSC,MSC,HSP90B1,LRP1,Ligand,Receptor,0.910929961459527
MSC,MSC,BGN,LY96,Ligand,Receptor,0.419546909657187
MSC,MSC,CXCL12,SDC4,Ligand,Receptor,2.167866390034
MSC,MSC,VEGFC,CCBE1,Ligand,Receptor,0.171369338395135
MSC,MSC,PDAP1,PDGFRB,Ligand,Receptor,0.446185173540469
MSC,MSC,NAMPT,ITGA5,Ligand,Receptor,0.301242076160321
MSC,MSC,ANGPTL4,SDC4,Ligand,Receptor,0.452692263170896
MSC,MSC,MDK,NCL,Ligand,Receptor,1.02449942931353
MSC,MSC,BMP5,PTPRD,Ligand,Receptor,0.486233377464177
MSC,MSC,SPARC,FGFR1,Ligand,Receptor,0.395909610831386
MSC,MSC,LGALS3,ENG,Ligand,Receptor,0.328150036908138
MSC,MSC,SOCS2,EPOR,Ligand,Receptor,0.114478793023134
MSC,MSC,TGFB1,LPP,Ligand,Receptor,0.18217162068045
MSC,MSC,MFGE8,ITGB5,Ligand,Receptor,0.193914645243002
MSC,MSC,MAML2,NOTCH2,Ligand,Receptor,0.145767993798709
MSC,MSC,MAML2,NOTCH3,Ligand,Receptor,0.0879549378786391
MSC,Myeloid,THY1,ITGAM,Ligand,Receptor,0.206038672909586
MSC,Myeloid,APP,PTGER2,Ligand,Receptor,0.640854270743375
MSC,Myeloid,ICAM2,ITGAM,Ligand,Receptor,0.317123735553994
MSC,Myeloid,CD99,PILRB,Ligand,Receptor,0.520388532998769
MSC,Myeloid,SELPLG,ITGAM,Ligand,Receptor,0.142512107832117
MSC,Myeloid,JAM3,ITGAM,Ligand,Receptor,0.16256907936601
MSC,Myeloid,ADAM28,ITGA4,Ligand,Receptor,0.3729845783424
MSC,Myeloid,HP,ITGB2,Ligand,Receptor,0.563590371680496
MSC,Myeloid,HP,ITGAM,Ligand,Receptor,0.521295976638828
MSC,Myeloid,TGFB1,CXCR4,Ligand,Receptor,0.319305588607832
MSC,Myeloid,LGALS1,PTPRC,Ligand,Receptor,1.07011458089131
MSC,Myeloid,VCAN,ITGA4,Ligand,Receptor,1.10626182137608
MSC,Myeloid,MIF,TNFRSF14,Ligand,Receptor,0.410499130512558
MSC,Myeloid,CXCL12,ITGA4,Ligand,Receptor,2.15031478479594
MSC,Myeloid,CXCL12,CXCR4,Ligand,Receptor,2.29943350288249
MSC,Myeloid,FAM3C,CLEC2D,Ligand,Receptor,0.193760739500172
MSC,Myeloid,SPON2,ITGAM,Ligand,Receptor,0.180624921175631
MSC,Myeloid,FSTL1,DIP2A,Ligand,Receptor,0.743284182176778
MSC,Myeloid,TIMP1,CD63,Ligand,Receptor,1.24889197428349
MSC,Myeloid,CFH,ITGAM,Ligand,Receptor,0.389844341837525
MSC,Myeloid,HLA-B,CANX,Ligand,Receptor,2.01259587026484
MSC,Myeloid,SLPI,PLSCR1,Ligand,Receptor,1.07106854000474
MSC,Myeloid,HMGB1,CXCR4,Ligand,Receptor,0.86329335584455
MSC,Myeloid,GNAI2,S1PR4,Ligand,Receptor,0.282818230304061
MSC,Myeloid,MDK,NCL,Ligand,Receptor,1.05818796951906
MSC,Myeloid,CSF1,CSF3R,Ligand,Receptor,0.5424469124034
MSC,Neural,HLA-A,APLP2,Ligand,Receptor,1.26008597745511
MSC,Neural,APP,LRP6,Ligand,Receptor,0.450668069363984
MSC,Neural,APP,VLDLR,Ligand,Receptor,0.452196576419565
MSC,Neural,APP,APLP2,Ligand,Receptor,0.502122084079296
MSC,Neural,APOE,LRP6,Ligand,Receptor,1.77640318351453
MSC,Neural,APOE,VLDLR,Ligand,Receptor,1.77793169057011
MSC,Neural,BMP4,LRP6,Ligand,Receptor,0.109433709333445
MSC,Neural,NID1,PTPRF,Ligand,Receptor,0.320308551914409
MSC,Neural,FGF7,NRP1,Ligand,Receptor,0.287729462686637
MSC,Neural,PGF,NRP1,Ligand,Receptor,0.344022324412991
MSC,Neural,RSPO1,LRP6,Ligand,Receptor,0.191197785272125
MSC,Neural,ANGPTL4,CDH11,Ligand,Receptor,0.347960316327887
MSC,Neural,TFPI,VLDLR,Ligand,Receptor,0.302005708397827
MSC,Neural,LPL,VLDLR,Ligand,Receptor,0.393539432769431
MSC,Neural,HLA-B,CANX,Ligand,Receptor,1.65815660948271
MSC,Neural,IGFBP4,LRP6,Ligand,Receptor,0.359967261606897
MSC,Neural,LRPAP1,VLDLR,Ligand,Receptor,0.188737196631609
MSC,Neural,ARF6,SMAP1,Ligand,Receptor,0.18028653452954
MSC,Neural,APOC1,VLDLR,Ligand,Receptor,0.271750465025596
MSC,Neural,MDK,NCL,Ligand,Receptor,0.893875618519563
MSC,Neural,BMP5,PTPRD,Ligand,Receptor,0.62892340489071
Myeloid,Megakaryocyte,ADAM10,CD44,Ligand,Receptor,0.291380492360073
Myeloid,Megakaryocyte,HLA-A,CD3D,Ligand,Receptor,0.952503746498181
Myeloid,Megakaryocyte,APP,CD74,Ligand,Receptor,1.45986458726885
Myeloid,Megakaryocyte,APP,RPSA,Ligand,Receptor,1.65009582813471
Myeloid,Megakaryocyte,HLA-G,KLRC1,Ligand,Receptor,0.214733381469586
Myeloid,Megakaryocyte,HLA-G,KLRD1,Ligand,Receptor,0.217420267623348
Myeloid,Megakaryocyte,JAG1,CD46,Ligand,Receptor,0.288356808498255
Myeloid,Megakaryocyte,CLEC2D,KLRB1,Ligand,Receptor,0.343118398495749
Myeloid,Megakaryocyte,S100A8,ITGB2,Ligand,Receptor,2.79355844530674
Myeloid,Megakaryocyte,S100A8,CD68,Ligand,Receptor,2.54292379202303
Myeloid,Megakaryocyte,S100A9,ITGB2,Ligand,Receptor,2.49939746544298
Myeloid,Megakaryocyte,S100A9,CD68,Ligand,Receptor,2.24876281215926
Myeloid,Megakaryocyte,MIF,CD44,Ligand,Receptor,0.683558657796317
Myeloid,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.721247146099444
Myeloid,Megakaryocyte,MIF,TNFRSF14,Ligand,Receptor,0.355535981312555
Myeloid,Megakaryocyte,GRN,TNFRSF1B,Ligand,Receptor,1.00703718523282
Myeloid,Megakaryocyte,ADAM10,TSPAN14,Ligand,Receptor,0.294030178662386
Myeloid,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,0.56298259955711
Myeloid,Megakaryocyte,GNAI2,S1PR1,Ligand,Receptor,0.443186675135094
Myeloid,Megakaryocyte,RETN,CAP1,Ligand,Receptor,1.08474420907322
Myeloid,Megakaryocyte,LTF,BTN3A3,Ligand,Receptor,1.00049198328466
Myeloid,Megakaryocyte,VEGFA,CD44,Ligand,Receptor,0.291380492360073
Myeloid,Megakaryocyte,LTF,BTN3A2,Ligand,Receptor,1.02270131809506
Myeloid,Megakaryocyte,INHBA,ACTR2,Ligand,Receptor,0.777290314235427
Myeloid,Fibroblast,ADAM10,MET,Ligand,Receptor,0.290833853370062
Myeloid,Fibroblast,ADAM10,CD44,Ligand,Receptor,0.350421930556667
Myeloid,Fibroblast,ADAM10,AXL,Ligand,Receptor,0.413840022419737
Myeloid,Fibroblast,ADAM10,NOTCH2,Ligand,Receptor,0.296208177165407
Myeloid,Fibroblast,APP,RPSA,Ligand,Receptor,1.82894280970382
Myeloid,Fibroblast,APP,GPC1,Ligand,Receptor,0.523521289479879
Myeloid,Fibroblast,APP,NOTCH2,Ligand,Receptor,0.525117583405523
Myeloid,Fibroblast,JAG1,NOTCH2,Ligand,Receptor,0.302412337027322
Myeloid,Fibroblast,JAG1,NOTCH3,Ligand,Receptor,0.272314526659536
Myeloid,Fibroblast,VEGFA,ITGB1,Ligand,Receptor,0.490887441045571
Myeloid,Fibroblast,VEGFA,GPC1,Ligand,Receptor,0.294611883239763
Myeloid,Fibroblast,GRN,TNFRSF1A,Ligand,Receptor,0.905382969697644
Myeloid,Fibroblast,GPI,AMFR,Ligand,Receptor,0.462455058723178
Myeloid,Fibroblast,LTF,LRP1,Ligand,Receptor,0.954620609327016
Myeloid,Fibroblast,INHBA,ENG,Ligand,Receptor,0.813775150941682
Myeloid,Fibroblast,GNAI2,CAV1,Ligand,Receptor,0.607799559697072
Myeloid,Fibroblast,LTF,TFRC,Ligand,Receptor,0.983997842046377
Myeloid,Fibroblast,INHBA,SMAD3,Ligand,Receptor,0.705836591873434
Myeloid,Fibroblast,TGS1,RXRA,Ligand,Receptor,0.185137415668339
Myeloid,Fibroblast,RETN,CAP1,Ligand,Receptor,0.89060666782646
Myeloid,Fibroblast,VEGFA,CD44,Ligand,Receptor,0.350421930556667
Myeloid,Fibroblast,LTF,BTN3A2,Ligand,Receptor,0.954965396404472
Myeloid,Fibroblast,INHBA,ACTR2,Ligand,Receptor,0.733672834798492
Myeloid,MSC,ADAM10,NOTCH2,Ligand,Receptor,0.306969439541385
Myeloid,MSC,ADAM10,TSPAN17,Ligand,Receptor,0.259750196209955
Myeloid,MSC,APP,CD74,Ligand,Receptor,1.33420263118849
Myeloid,MSC,APP,NOTCH2,Ligand,Receptor,0.5358788457815
Myeloid,MSC,APP,APLP2,Ligand,Receptor,0.630584692159723
Myeloid,MSC,APP,LRP1,Ligand,Receptor,0.890564685326666
Myeloid,MSC,APP,LRP10,Ligand,Receptor,0.584882398599594
Myeloid,MSC,APP,NCSTN,Ligand,Receptor,0.536687322561847
Myeloid,MSC,HLA-G,CD4,Ligand,Receptor,0.147252558300445
Myeloid,MSC,JAG1,CD46,Ligand,Receptor,0.312788543717871
Myeloid,MSC,JAG1,NOTCH2,Ligand,Receptor,0.313173599403299
Myeloid,MSC,JAG1,NOTCH3,Ligand,Receptor,0.255360543483229
Myeloid,MSC,S100A8,ITGB2,Ligand,Receptor,2.84166197607429
Myeloid,MSC,S100A8,CD36,Ligand,Receptor,2.57256821223269
Myeloid,MSC,S100A8,CD68,Ligand,Receptor,2.50723745401094
Myeloid,MSC,S100A9,ITGB2,Ligand,Receptor,2.54750099621052
Myeloid,MSC,S100A9,CD36,Ligand,Receptor,2.27840723236892
Myeloid,MSC,S100A9,CD68,Ligand,Receptor,2.21307647414717
Myeloid,MSC,INHBA,TGFBR3,Ligand,Receptor,0.775280025421292
Myeloid,MSC,MIF,CD44,Ligand,Receptor,0.610479841687438
Myeloid,MSC,MIF,CXCR4,Ligand,Receptor,0.607096476076589
Myeloid,MSC,VEGFA,NRP1,Ligand,Receptor,0.42027074761836
Myeloid,MSC,VEGFA,NRP2,Ligand,Receptor,0.527922156112842
Myeloid,MSC,VEGFA,ITGB1,Ligand,Receptor,0.622173818999802
Myeloid,MSC,VEGFA,GPC1,Ligand,Receptor,0.253631840210411
Myeloid,MSC,GRN,TNFRSF1A,Ligand,Receptor,1.25415500173181
Myeloid,MSC,GPI,AMFR,Ligand,Receptor,0.458837006029082
Myeloid,MSC,LTF,LRP1,Ligand,Receptor,1.35352929384714
Myeloid,MSC,INHBA,ENG,Ligand,Receptor,0.81896997565912
Myeloid,MSC,GNAI2,CAV1,Ligand,Receptor,0.528346214453556
Myeloid,MSC,FBN1,ITGB1,Ligand,Receptor,0.502270245060048
Myeloid,MSC,LRPAP1,LRP1,Ligand,Receptor,0.655693957276504
Myeloid,MSC,PSAP,LRP1,Ligand,Receptor,0.646648290294365
Myeloid,MSC,SLPI,PLSCR1,Ligand,Receptor,1.01073065305953
Myeloid,MSC,VCL,ITGB5,Ligand,Receptor,0.679214276771012
Myeloid,MSC,LTF,TFRC,Ligand,Receptor,0.956179810318292
Myeloid,MSC,INHBA,SMAD3,Ligand,Receptor,0.71150614102155
Myeloid,MSC,TGS1,RXRA,Ligand,Receptor,0.215306982253117
Myeloid,MSC,ADAM10,TSPAN14,Ligand,Receptor,0.343036987498477
Myeloid,MSC,SLPI,CD4,Ligand,Receptor,0.85328138765162
Myeloid,MSC,PDAP1,PDGFRB,Ligand,Receptor,0.539547267398885
Myeloid,MSC,RETN,CAP1,Ligand,Receptor,0.810158334037638
Myeloid,MSC,LTF,BTN3A2,Ligand,Receptor,1.01628466280626
Myeloid,MSC,INHBA,ACTR2,Ligand,Receptor,0.736209587623035
Myeloid,Myeloid,APP,PTGER2,Ligand,Receptor,0.681946385722517
Myeloid,Myeloid,JAG1,CD46,Ligand,Receptor,0.357858647162008
Myeloid,Myeloid,S100A8,ITGB2,Ligand,Receptor,2.64085302995775
Myeloid,Myeloid,S100A9,ITGB2,Ligand,Receptor,2.34669205009399
Myeloid,Myeloid,GRN,TNFRSF1A,Ligand,Receptor,0.961433524987098
Myeloid,Myeloid,SLPI,PLSCR1,Ligand,Receptor,1.26186748127202
Myeloid,Myeloid,GNAI2,S1PR4,Ligand,Receptor,0.627445713972249
Myeloid,Myeloid,INHBA,ACTR2,Ligand,Receptor,0.858705509572654
Neural,Megakaryocyte,APP,CD74,Ligand,Receptor,1.09707867645833
Neural,Megakaryocyte,APP,RPSA,Ligand,Receptor,1.28730991732419
Neural,Megakaryocyte,JAM3,ITGAM,Ligand,Receptor,0.200549536871391
Neural,Megakaryocyte,CXCL14,CXCR4,Ligand,Receptor,0.154469265282258
Neural,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,0.2779495082774
Neural,Megakaryocyte,CALM1,PTPRA,Ligand,Receptor,0.781842260600573
Neural,Fibroblast,ADAM10,CD44,Ligand,Receptor,0.137018656133134
Neural,Fibroblast,ADAM10,AXL,Ligand,Receptor,0.200436747996204
Neural,Fibroblast,APP,RPSA,Ligand,Receptor,1.4661568988933
Neural,Fibroblast,JAM3,ITGB1,Ligand,Receptor,0.27922392004926
Neural,Fibroblast,COL6A3,ITGA10,Ligand,Receptor,0.165192244437746
Neural,Fibroblast,COL6A3,ITGA11,Ligand,Receptor,0.181025914827914
Neural,Fibroblast,GNAI2,CAV1,Ligand,Receptor,0.322766468417361
Neural,Fibroblast,CALM1,MYLK,Ligand,Receptor,0.826111504972329
Neural,Fibroblast,CALM2,MYLK,Ligand,Receptor,0.586834449588087
Neural,Fibroblast,CALM3,MYLK,Ligand,Receptor,0.339799727533619
Neural,Fibroblast,PSEN1,CD44,Ligand,Receptor,0.136622949978554
Neural,Fibroblast,NAMPT,ITGA5,Ligand,Receptor,0.224936831736395
Neural,MSC,SEMA7A,ITGA1,Ligand,Receptor,0.310723889687103
Neural,MSC,APP,CD74,Ligand,Receptor,0.971416720377968
Neural,MSC,APP,LRP1,Ligand,Receptor,0.527778774516144
Neural,MSC,CD99,CD81,Ligand,Receptor,0.355306731105211
Neural,MSC,JAM3,ITGB1,Ligand,Receptor,0.410510298003491
Neural,MSC,LAMC1,ITGA1,Ligand,Receptor,0.152954558107231
Neural,MSC,COL6A3,ITGA10,Ligand,Receptor,0.262837979313196
Neural,MSC,COL6A3,ITGA1,Ligand,Receptor,0.283865302033623
Neural,MSC,COL6A3,ITGA11,Ligand,Receptor,0.235340310440997
Neural,MSC,CALR,LRP1,Ligand,Receptor,0.450335762898868
Neural,MSC,PSEN1,NCSTN,Ligand,Receptor,0.093978935743619
Neural,MSC,TIMP2,ITGB1,Ligand,Receptor,0.456567711219261
